period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time,away_score,away_team,home_score,home_team
Q4,01:11.5,Foul: Shooting,Miles Bridges,Jayson Tatum,CC,Bridges (CHA) turns into Tatum's (BOS) body and the contact affects his shot attempt at the basket.,36.734695% Complete    01:29.1       To       01:11.0,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,00:57.5,Foul: Personal,Jayson Tatum,Miles Bridges,CNC,"Tatum (BOS) momentarily grasps Bridges (CHA) while trying to defend around the pick, but the contact does not affect his FOM.",40.816326% Complete    01:11.0       To       00:50.5,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,00:17.6,Turnover: 8 Second Violation,LaMelo Ball,NA,INC,Ball (CHA) does not establish the ball in the frontcourt after 8 seconds elapses.,22.44898% Complete    00:26.3       To       00:14.6,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,00:14.6,Foul: Personal,Marcus Smart,LaMelo Ball,CNC,Smart (BOS) cleanly dislodges the inbound pass without making contact to Ball's (CHA) arm.,22.44898% Complete    00:26.3       To       00:14.6,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,00:06.9,Turnover: Backcourt Turnover,Jayson Tatum,Gordon Hayward,CNC,"Hayward (CHA) deflects the inbound pass and although Tatum (BOS) makes contact with the ball in the frontcourt, never establishes a positive position until he secures possession of the ball in the backcourt.",28.571428% Complete    00:14.6       To       00:00.0,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:45.3,Foul: Personal,LaMelo Ball,Jayson Tatum,CC,Ball (CHA) reaches in and makes contact to Tatum's (BOS) head/face that causes him to lose possession of the ball.,24.489796% Complete    01:55.1       To       01:42.5,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:42.5,Foul: Offensive,Robert Williams III,LaMelo Ball,CC,Williams III (BOS) extends his hip into the lower body of Ball during the pick and affects his ability to defend.,24.489796% Complete    01:55.1       To       01:42.5,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:28.3,Foul: Shooting,Dennis Schroder,Kelly Oubre Jr.,CNC,Schroder (BOS) moves alongside and legally contests the driving shot attempt by Oubre Jr. (CHA).,32.65306% Complete    01:42.5       To       01:26.3,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:22.6,Foul: Shooting,Miles Bridges,Jaylen Brown,CNC,Bridges (CHA) jumps from point A to point B but the contact with Brown (BOS) is marginal during the dunk.,8.163265% Complete    01:26.3       To       01:21.8,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:10.7,Foul: Personal,Kelly Oubre Jr.,Dennis Schroder,CC,Oubre Jr. (CHA) commits a take foul on Schroder (BOS).,51.02041% Complete    01:18.0       To       00:52.3,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,01:10.7,Foul: Offensive,LaMelo Ball,Marcus Smart,CC,Ball (CHA) extends his off-arm into Smart's (BOS) body and dislodges him from his guarding position to create space.,51.02041% Complete    01:18.0       To       00:52.3,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,00:45.2,Foul: Shooting,Dennis Schroder,Kelly Oubre Jr.,CNC,Schroder (BOS) jumps vertically and maintains a legal vertical position contesting the driving shot attempt by Oubre Jr. (CHA).,14.285714% Complete    00:52.3       To       00:44.4,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,00:41.5,Foul: Personal,Miles Bridges,Dennis Schroder,CC,Bridges (CHA) commits a take foul on Schroder (BOS).,4.0816326% Complete    00:44.4       To       00:41.5,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q5,00:13.7,Foul: Shooting,Kelly Oubre Jr.,Jayson Tatum,CC,Oubre Jr. (CHA) makes contact with Tatum's (BOS) arm that affects his shot near the rim.,34.69388% Complete    00:31.5       To       00:13.6,gameId=0022100041,Celtics(140) @ Hornets(129),"October 25, 2021",2021-10-26T20:38:44Z,140,Celtics,129,Hornets
Q4,02:00.0,Foul: Shooting,Scottie Barnes,Alex Caruso,INC,Barnes (TOR) makes contact to Caruso's (CHI) arm that causes him to lose control of the ball during his drive to the basket.,28.571428% Complete    02:14.0       To       01:59.1,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,01:56.0,Foul: Personal,Lonzo Ball,Fred VanVleet,CNC,Ball (CHI) moves alongside of VanVleet (TOR) during the drive to the basket and marginal contact occurs prior to him losing his footing.,16.32653% Complete    01:59.1       To       01:50.2,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,01:51.5,Foul: Shooting,Lonzo Ball,Fred VanVleet,INC,Ball (CHI) makes contact to VanVleet's (TOR) arm that affects his shot attempt near the rim.,16.32653% Complete    01:59.1       To       01:50.2,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,01:29.3,Turnover: Traveling,DeMar DeRozan,Raptors,CNC,DeRozan (TOR) gathers the ball on his right foot and does not move his pivot foot prior to his shot attempt.,44.89796% Complete    01:50.2       To       01:27.8,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,01:11.6,Turnover: Traveling,Nikola Vucevic,Raptors,INC,Vucevic (CHI) slides his pivot foot upon gathering the ball.,16.32653% Complete    01:16.5       To       01:08.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:54.5,Foul: Shooting,DeMar DeRozan,OG Anunoby,CNC,DeRozan (CHI) legally contests Anunoby's (TOR) jump shot attempt.,51.02041% Complete    01:08.0       To       00:43.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:50.2,Violation: Kicked Ball,Nikola Vucevic,Raptors,CC,Vucevic (CHI) intentionally kicks the ball.,51.02041% Complete    01:08.0       To       00:43.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:50.2,Foul: Personal,Precious Achiuwa,Nikola Vucevic,CNC,Achiuwa (TOR) briefly places two hands on Vucevic (CHI) and the contact is marginal as he releases.,51.02041% Complete    01:08.0       To       00:43.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:26.7,Foul: Personal,Precious Achiuwa,DeMar DeRozan,CC,Achiuwa (TOR) moves laterally into DeRozan (CHI) and the body contact affects his SQBR.,38.77551% Complete    00:43.0       To       00:24.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:24.0,Foul: Personal,OG Anunoby,DeMar DeRozan,CC,Anunoby (TOR) moves forward into DeRozan (CHI) and initiates body contact that affects his SQBR.,38.77551% Complete    00:43.0       To       00:24.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:18.3,Foul: Personal,Goran Dragic,Alex Caruso,INC,Dragic (TOR) places an arm around Caruso's (CHI) opposite-side hip and the contact affects his FOM during the throw-in.,4.0816326% Complete    00:18.3       To       00:16.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:16.1,Stoppage: TimeOut,Bulls,Raptors,NA,The Bulls signal for a timeout and are awarded the timeout prior to any possible foul or violation.,4.0816326% Complete    00:18.3       To       00:16.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:11.0,Stoppage: Out-of-Bounds,Raptors,Bulls,CC,Replay review of the out-of-bounds call pursuant to a coach's challenge is deemed unsuccessful.  Dragic (TOR) is the last player to touch the ball before it goes OOB and the Bulls retain possession.,8.163265% Complete    00:14.4       To       00:09.6,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:09.7,Foul: Personal,Precious Achiuwa,Nikola Vucevic,CC,Achiuwa (TOR) commits a take foul on Vucevic (CHI).,8.163265% Complete    00:14.4       To       00:09.6,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,00:01.3,Foul: Shooting,Nikola Vucevic,Fred VanVleet,CNC,Vucevic (CHI) legally contests VanVleet's (TOR) jump shot attempt.,18.367348% Complete    00:09.6       To       00:00.0,gameId=0022100046,Bulls(111) @ Raptors(108),"October 25, 2021",2021-10-26T20:38:47Z,111,Bulls,108,Raptors
Q4,01:54.2,Foul: Offensive,Jakob Poeltl,Rajon Rondo,CNC,Poeltl (SAS) establishes himself in a screening position in Rondo's (LAL) path and gives him room to avoid the contact.,32.65306% Complete    02:07.4       To       01:51.3,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:46.2,Foul: Offensive,Anthony Davis,Keita Bates-Diop,CNC,Davis (LAL) firms up in a screening position in Bates-Diop's (SAS) path and absorbs the contact.,16.32653% Complete    01:51.3       To       01:42.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:45,Turnover: Palming,Carmelo Anthony,Jakob Poeltl,CNC,Anthony (LAL) does not bring any part of his hand underneath the ball as he splits the defenders on his drive to the basket.,16.32653% Complete    01:51.3       To       01:42.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:43.2,Foul: Shooting,Jakob Poeltl,Carmelo Anthony,CNC,"Poeltl (SAS) extends his arm out and marginal contact occurs as he brushes Anthony's (LAL) arm, which does not affect his ability to finish his driving shot attempt.",16.32653% Complete    01:51.3       To       01:42.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:42,Violation: Delay of Game,Malik Monk,NA,INC,"Monk (LAL) grabs the made basket and throws the ball to the referee, delaying the Spurs from inbounding the ball.",71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:30.6,Foul: Offensive,Jakob Poeltl,Rajon Rondo,CNC,Poeltl (SAS) establishes himself in a screening position in Rondo's (LAL) path and absorbs the contact as Rondo goes over the pick.,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:26.1,Foul: Defense 3 Second,Carmelo Anthony,Spurs,CNC,Anthony (LAL) is in the paint for about three seconds when the shot is imminent.,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:26.1,Foul: Loose Ball,Jakob Poeltl,Carmelo Anthony,CNC,Poeltl (SAS) does not extend his forearm into Anthony (LAL) and marginal contact occurs as he pursues the rebound.,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:26.1,Foul: Shooting,Malik Monk,Devin Vassell,CNC,Monk (LAL) legally contests Vassell's (SAS) jump shot attempt.,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:21.6,Foul: Loose Ball,Jakob Poeltl,Anthony Davis,CNC,Poeltl (SAS) makes clean ball contact to tap the rebound away from Davis (LAL).,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,01:10.2,Foul: Offensive,Jakob Poeltl,Austin Reaves,CNC,Poeltl (SAS) establishes himself in a screening position in Reaves' (LAL) path and absorbs the contact to his chest.,71.42857% Complete    01:42.5       To       01:07.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:48.9,Foul: Personal,Austin Reaves,Lonnie Walker IV,CNC,"At the start of the drive, Reaves (LAL) briefly places a hand to Walker IV's (SAS) front and the contact is marginal as it does not affect his SQBR.",53.061226% Complete    00:58.3       To       00:32.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:46.4,Foul: Offensive,Jakob Poeltl,Austin Reaves,CNC,Poeltl (SAS) establishes himself in a screening position in Reaves' (LAL) path and marginal contact occurs to his side as he goes over the pick.,53.061226% Complete    00:58.3       To       00:32.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:45,Foul: Personal,Anthony Davis,Lonnie Walker IV,CNC,Davis (LAL) extends his arm out and makes clean ball contact during Walker IV's (SAS) pass attempt. Any follow-through contact after the deflection is deemed marginal.,53.061226% Complete    00:58.3       To       00:32.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:43.2,Foul: Shooting,Carmelo Anthony,Jakob Poeltl,CC,"Anthony (LAL) makes contact with Poeltl's (SAS) shoulder, which affects his shot near the rim.",53.061226% Complete    00:58.3       To       00:32.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:41.6,Foul: Loose Ball,Carmelo Anthony,Dejounte Murray,INC,"Anthony (LAL) extends his forearm into and delivers contact to Murray's (SAS) back, which dislodges him into Davis (LAL) during the rebound.",53.061226% Complete    00:58.3       To       00:32.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:28.8,Foul: Personal,Keita Bates-Diop,Anthony Davis,CNC,Bates-Diop (SAS) maintains a legal guarding position on Davis (LAL) and cleanly deflects the pass away.,6.122449% Complete    00:32.2       To       00:28.8,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:03.5,Foul: Shooting,Carmelo Anthony,Dejounte Murray,CNC,Anthony (LAL) legally contests Murray's (SAS) jump shot attempt.,55.10204% Complete    00:28.8       To       00:00.9,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q4,00:00.9,Foul: Loose Ball,Anthony Davis,Jakob Poeltl,CNC,Davis (LAL) makes clean ball contact to tap the rebound away from Poeltl (SAS).,55.10204% Complete    00:28.8       To       00:00.9,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q5,01:49.1,Foul: Offensive,Anthony Davis,Keita Bates-Diop,CNC,Davis (LAL) establishes himself in a screening position in Bates-Diop's (SAS) path and gives him room to avoid the contact.,30.612246% Complete    01:58.4       To       01:43.0,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q5,01:23.8,Foul: Personal,Jakob Poeltl,Kent Bazemore,CNC,"Poeltl (SAS) engages on the screen and marginal contact occurs as he disengages from Bazemore (LAL). Bazemore loses his balance  and incidental leg to leg contact occurs, which causes him to stumble.",42.857143% Complete    01:31.5       To       01:10.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q5,01:11.8,Foul: Shooting,Jakob Poeltl,Kent Bazemore,CNC,Poeltl (SAS) jumps alongside of and absorbs the contact initiated by Bazemore (LAL) as he collapses his forearm in during the play at the basket.,42.857143% Complete    01:31.5       To       01:10.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q5,01:10.8,Foul: Shooting,Dejounte Murray,Anthony Davis,CNC,Murray (SAS) makes hand on ball contact during his attempted block of Davis' (LAL) putback shot at the basket.,42.857143% Complete    01:31.5       To       01:10.2,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
Q5,00:46.0,Foul: Shooting,Devin Vassell,Russell Westbrook,CNC,Vassell (SAS) maintains a legal guarding position and absorbs the contact during the driving shot attempt by Westbrook (LAL).,26.530613% Complete    00:57.9       To       00:44.5,gameId=0022100053,Lakers(125) @ Spurs(121),"October 26, 2021",2021-10-28T13:23:45Z,125,Lakers,121,Spurs
